word,phonetic,definition_zh,definition_en,example,tags,audio_file
amiable,'emɪəbl,adj  可爱的； 友好的， 和蔼的， 亲切的,friendly and easy to like,The driver was an amiable young man.,sholvoir;toefl;exam;core,
format,'fɔrmæt,n 设计，安排；格式，样式; vt  使格式化,the way in which something such as a television show or meeting is organized or arranged; to organize the space on a computer  disk  so that information can be stored on it,The courses were run to a consistent format.,sholvoir;toefl;exam;core,
sacrifice,'sækrɪfaɪs,v 牺牲，献出；以…做祭献; n  牺牲， 献身； 献祭， 祭品,"to willingly stop having something you want or doing something you like in order to get something more important; when you decide not to have something valuable, in order to get something that is more important",The priest sacrificed a chicken.,sholvoir;toefl;exam;core,
particular,pɚ'tɪkjəlɚ,adj 特定的；独特的；详细的；挑剔的; n  详情， 细目,"a particular thing or person is the one that you are talking about, and not any other; the facts and details about a job, property, legal case etc","In this particular case, no one else was involved.",sholvoir;toefl;exam;core,
corps,kɔrz,n  军团， 兵团； 特种部队； 一群人， 一组人,a group in an army with special duties and responsibilities,the medical corps,sholvoir;toefl;exam;core,
pause,pɔz,n&v  中止， 暂停,to stop speaking or doing something for a short time before starting again,There was a pause while Alice changed the tape.,sholvoir;toefl;exam;core,
formal,'fɔrml,adj  正规的， 正式的； 形式的,made or done officially or publicly,formal recognition of the reformed church,sholvoir;toefl;exam;core,
rainbow,'renbo,n  彩虹,a large curve of different colours that can appear in the sky when there is both sun and rain,...silk and satin in every shade of the rainbow.,sholvoir;toefl;exam;core,
instructor,ɪn'strʌktɚ,n  导师， 讲师； 教练， 指导员,someone who teaches a sport or practical skill,a driving instructor,sholvoir;toefl;exam;core,
fervor,'fə:və,n  热情， 热烈,,He took up the cause with evangelical fervor .,sholvoir;toefl;exam;core,
ample,'æmpl,adj  富足的， 充足的， 丰富的； 宽敞的,more than enough,an ample bosom,sholvoir;toefl;exam;core,
cohesion,ko'hiʒən,n  内聚力； 凝聚力； 团结， 结合,"if there is cohesion among a group of people, a set of ideas etc, all the parts or members of it are connected or related in a reasonable way to form a whole",a sense of community and social cohesion,sholvoir;toefl;exam;core,
entertain,",ɛntɚ'ten",v  招待， 款待； 使快乐， 娱乐,"to invite people to your home for a meal, party etc, or to take your company’s customers somewhere to have a meal, drinks etc",Mark usually does the cooking when we entertain.,sholvoir;toefl;exam;core,
ease,iz,v  缓和， 减轻; n 不费力，容易；悠闲，自在,"if something unpleasant eases, or if you ease it, it gradually improves or becomes less; if you do something with ease, it is very easy for you to do it",measures to ease congestion in the city,sholvoir;toefl;exam;core,
condiment,'kɑndɪmənt,n  调味品,"a powder or liquid, such as salt or  ketchup  , that you use to give a special taste to food",Friendship is not only the condiment but also the anodyne of life.,sholvoir;toefl;exam;core,
certitude,'sə:titju:d,n  确定， 确信； 必然性,the state of being or feeling certain about something,,sholvoir;toefl;exam;core,
overrun,'ovərʌn,v 超过，溢出；泛滥；横行; n  泛滥； 超出的部分,"if unwanted things or people overrun a place, they spread over it in great numbers; Overrun is also a noun",The final speaker overran by at least half an hour.,sholvoir;toefl;exam;core,
deceptive,dɪ'sɛptɪv,adj  欺骗性的， 导致误解的,intended to make someone believe something that is not true,misleading and deceptive adverts,sholvoir;toefl;exam;core,
mathematics,",mæθə'mætɪks",n  数学,"the science of numbers and of shapes, including  algebra  ,  geometry  , and  arithmetic ",...a professor of mathematics at Boston College.,sholvoir;toefl;exam;core,
reactor,rɪ'æktɚ,n  反应堆,a  nuclear reactor ,Where do you all live? Do you live near a reactor?,sholvoir;toefl;exam;core,
cookout,"'kuk,aut",n  野外烧烤宴会,a party or occasion when a meal is cooked and eaten outdoors,a cookout on the beach,sholvoir;toefl;exam;core,
envision,ɪn'vɪʒn,vt  想象， 展望， 预想,"to imagine something that you think might happen in the future, especially something that you think will be good",I envisioned a future of educational excellence.,sholvoir;toefl;exam;core,
outcry,'aʊtkraɪ,n  大声疾呼， 强烈的抗议,an angry protest by a lot of ordinary people,The closure of the local hospital has caused a huge public outcry.,sholvoir;toefl;exam;core,
penetrate,'pɛnətret,v  刺穿； 渗透； 洞察,"to enter something and pass or spread through it, especially when this is difficult",bullets that penetrate thick armour plating,sholvoir;toefl;exam;core,
paddle,'pædl,v  用桨划船； 涉水， 戏水; n 桨；桡足,"to move a small light boat through water, using one or more paddles; a short pole that is wide and flat at the end, used for moving a small boat in water",children paddling in the sea,sholvoir;toefl;exam;core,
reschedule,",ri'skɛdʒul",vt  重新计划， 重订…的时间表,to arrange for something to happen at a different time from the one that was previously planned,"Since I'll be away, I'd like to reschedule the meeting.",sholvoir;toefl;exam;core,
principal,'prɪnsəpl,adj 主要的，最重要的; n  校长； 资本； 主角,most important; someone who is in charge of a school,His principal reason for making the journey was to visit his family.,sholvoir;toefl;exam;core,
tend,tɛnd,v  趋于， 易于； 照料， 看护,to look after someone or something,Sofia was in the bedroom tending to her son.,sholvoir;toefl;exam;core,
somber,ˈsɑːmbər,adj  昏暗的； 忧郁的,,In the somber archives of a sedate museum a large archaic volume is somewhat conspicuously displayed.,sholvoir;toefl;exam;core,
synonym,ˈsɪnənɪm,n  同义词,a word with the same meaning as another word in the same language,"The term ""industrial democracy"" is often used as a synonym for worker participation.",sholvoir;toefl;exam;core,
equitable,'ekwitəbl,adj  公平的， 公正的,treating all people in a fair and equal way,an equitable distribution of food supplies,sholvoir;toefl;exam;core,
inconspicuous,'ɪnkən'spɪkjʊəs,adj  不引人瞩目的， 不显眼的,not easily seen or noticed,an inconspicuous little restaurant,sholvoir;toefl;exam;core,
specimen,'spɛsəmən,n  标本， 样本； 范例； 抽样,"a small amount or piece that is taken from something, so that it can be tested or examined",a blood specimen,sholvoir;toefl;exam;core,
exotic,ɪɡ'zɑtɪk,adj  外来的， 来自异国的； 奇异的,something that is exotic seems unusual and interesting because it is related to a foreign country – use this to show approval,exotic birds,sholvoir;toefl;exam;core,
relief,rɪ'lif,n  缓解， 减轻， 轻松； 援救， 救济； 宽慰； 浮雕,"a feeling of comfort when something frightening, worrying, or painful has ended or has not happened",I felt a huge surge of relief and happiness.,sholvoir;toefl;exam;core,
boycott,'bɔɪkɑt,vt  联合抵制， 拒绝购买,"to refuse to buy something, use something, or take part in something as a way of protesting",We boycott all products tested on animals.,sholvoir;toefl;exam;core,
introduction,",ɪntrə'dʌkʃən",n  介绍； 传入， 引进； 导言， 绪论,the act of formally telling two people each other’s names when they first meet,"Pete, are you going to make the introductions?",sholvoir;toefl;exam;core,
subscribe,səb'skraɪb,v  订购， 订阅； 申请， 预订； 捐助， 赞助,"to pay money, usually once a year, to have copies of a newspaper or magazine sent to you, or to have some other service",My main reason for subscribing to New Scientist is to keep abreast of advances in science.,sholvoir;toefl;exam;core,
therapy,'θɛrəpi,n  治疗， 疗法,the treatment of an illness or injury over a fairly long period of time,new drug therapies,sholvoir;toefl;exam;core,
chromosome,'kroməsom,n  染色体,"a part of every living cell that is shaped like a thread and contains the  gene s  that control the size, shape etc that a plant or animal has",Do we have a chromosome like that?,sholvoir;toefl;exam;core,
concentration,'kɑnsn'treʃən,n  专注， 专心； 浓度， 含量； 集中， 聚集,the ability to think about something carefully or for a long time,She needed all her powers of concentration to stop herself from slipping on the icy road.,sholvoir;toefl;exam;core,
velocity,vəˈlɑsəti,n  速度， 速率； 迅速,the speed of something that is moving in a particular direction,the velocity of light,sholvoir;toefl;exam;core,
fellowship,'fɛloʃɪp,n  友谊； 奖学金； 团体， 协会,a feeling of friendship resulting from shared interests or experiences,Regular outings contribute to a sense of fellowship among co-workers.,sholvoir;toefl;exam;core,
colleague,'kɑliɡ,n  同事， 同僚,someone you work with – used especially by professional people,a colleague of mine from the bank,sholvoir;toefl;exam;core,
unadorned,'ʌnə'dɔ:nd,adj  未装饰的， 朴实的,without unnecessary or special features or decorations,They liked their churches to be unadorned.,sholvoir;toefl;exam;core,
confession,kən'fɛʃən,n  供认， 招供， 坦白； 供词； 承认,"a statement that you have done something wrong, illegal, or embarras-sing, especially a formal statement",Sanchez’s confession was read out to the court.,sholvoir;toefl;exam;core,
meridian,mə'rɪdɪən,n  子午线， 经线,"one of the imaginary lines from the North Pole to the South Pole, drawn on a map of the Earth",Yes this is the…is the prime meridian if you like.,sholvoir;toefl;exam;core,
interfere,",ɪntɚ'fɪr",vi  干涉， 干扰， 妨碍,to deliberately get involved in a situation where you are not wanted or needed,"My daughter-in-law said that I was interfering, but I was only trying to help.",sholvoir;toefl;exam;core,
apartment,ə'pɑrtmənt,n  公寓套房； 房间,"a set of rooms on one floor of a large building, where someone lives",She lives in a small apartment.,sholvoir;toefl;exam;core,
tolerate,'tɑləret,vt  忍受； 容许， 承认,"to allow people to do, say, or believe something without criticizing or punishing them",We simply will not tolerate vigilante groups on our streets.,sholvoir;toefl;exam;core,
stack,stæk,v  堆积， 堆放; n 堆,"If you stack a number of things, you arrange them in neat piles; a neat pile of things",Mrs. Cathiard was stacking the clean bottles in crates.,sholvoir;toefl;exam;core,
resent,rɪ'zɛnt,v  憎恶， 愤恨， 怨恨,"If you resent someone or something, you feel bitter and angry about them",She resents her mother for being so tough on her.,sholvoir;toefl;exam;core,
fiery,'faɪəri,adj  似火的； 易怒的， 暴躁的,becoming angry or excited very quickly,He has a fiery temper .,sholvoir;toefl;exam;core,
mime,maɪm,v 模拟，模仿; n  喜剧； 哑剧； 哑剧演员； 模拟表演,"to pretend to play or sing a piece of music, without making any sound; the use of movements to express what you want to say without using words, or a play where the actors use only movements","The children learn through role-play, dance and mime.",sholvoir;toefl;exam;core,
ambiguous,æm'bɪɡjuəs,adj  不明确的， 模棱两可的,"something that is ambiguous is unclear, confusing, or not certain, especially because it can be understood in more than one way",The language in the Minister’s statement is highly ambiguous.,sholvoir;toefl;exam;core,
parliament,'pɑrləmənt,n  国会， 议会,the group of people who are elected to make a country’s laws and discuss important national affairs,They demanded a free parliament and press.,sholvoir;toefl;exam;core,
allay,ə'le,vt  减轻， 减少,"to make someone feel less afraid, worried etc",The president made a statement to allay public anxiety.,sholvoir;toefl;exam;core,
path,pæθ,n  道路； 路线； 小路， 小径,a track that has been made deliberately or made by many people walking over the same ground,I walked nervously up the garden path towards the front door.,sholvoir;toefl;exam;core,
crack,kræk,v 破裂，断裂；发出爆裂声；重击，猛击；崩溃，,"to break or to make something break, either so that it gets lines on its surface, or so that it breaks into pieces",Don’t put boiling water in the glass or it will crack.,sholvoir;toefl;exam;core,
dote,dot,vi  溺爱,"If you say that someone dotes on a person or a thing, you mean that they love or care about them very much and ignore any faults they may have",He dotes on his nine-year-old son.,sholvoir;toefl;exam;core,
retrieval,rɪ'trivl,n  数据检索； 取回， 索回,the process of getting back information stored on a computer system,a new system that should speed up information retrieval,sholvoir;toefl;exam;core,
conceivable,kən'sivəbl,adj  可能的； 可信的， 可想象的,able to be believed or imagined,"It is conceivable that you may get full compensation, but it’s not likely.",sholvoir;toefl;exam;core,
cube,kjʊb,n  立方体； 立方形的东西； 立方,a solid object with six equal square sides,a sugar cube,sholvoir;toefl;exam;core,
synchronize,'sɪŋkrənaɪz,v  同步， 同时发生,"to happen at exactly the same time, or to arrange for two or more actions to happen at exactly the same time",It was virtually impossible to synchronize our lives so as to take vacations and weekends together.,sholvoir;toefl;exam;core,
sequoia,sɪ'kwɔɪə,n  美洲杉， 红杉,a tree from the western US that can grow to be very tall,...a grove of majestic sequoias.,sholvoir;toefl;exam;core,
impact,ɪm'pækt,v  影响； 冲击， 撞击; n  影响； 冲击， 撞击,"to have an important or noticeable effect on someone or something; the effect or influence that an event, situation etc has on someone or something",Such schemes mean little unless they impact people.,sholvoir;toefl;exam;core,
mild,maɪld,adj  轻微的； 温和的； 随和的,fairly warm,We had an exceptionally mild winter last year.,sholvoir;toefl;exam;core,
profile,'profaɪl,n 人物专访；概述，传略，人物简介；面部的侧影；轮廓，外形; vt  扼要介绍， 概述,a side view of someone’s head,Dani has a lovely profile.,sholvoir;toefl;exam;core,
bill,bɪl,n 账单；纸币，钞票；议案，法案；节目单；招贴，海报; vt  用招贴宣布； 给…开账单,"a written list showing how much you have to pay for services you have received, work that has been done etc; to send someone a bill",Have you paid the phone bill?,sholvoir;toefl;exam;core,
tributary,'trɪbjə'tɛri,n 支流；,a stream or river that flows into a larger river,"...the Napo river, a tributary of the Amazon.",sholvoir;toefl;exam;core,
clog,klɑg,v 堵塞，阻塞; n  障碍,to block something or become blocked,tourists whose cars clog the roads each summer,sholvoir;toefl;exam;core,
senior,'sinɪɚ,adj 地位较高的；,"having a higher position, level, or rank",the senior Democrat on the House committee,sholvoir;toefl;exam;core,
dilate,daɪˈlet,v  膨胀， 扩大； 详述,"if a hollow part of your body dilates or if something dilates it, it becomes wider",dilated pupils,sholvoir;toefl;exam;core,
domain,do'men,n  领土； 领域,"an area of activity, interest, or knowledge, especially one that a particular person, organization etc deals with",Looking after the house was viewed as a woman’s domain.,sholvoir;toefl;exam;core,
census,'sɛnsəs,n  人口普查， 人口统计,an official process of counting a country’s population and finding out about the people,a traffic census,sholvoir;toefl;exam;core,
smear,smɪr,v 胡乱涂抹；弄脏；诽谤，诋毁; n  污迹， 污斑； 诽谤， 诋毁； 涂片,to tell an untrue story about someone important in order to make people lose respect for them – used especially in newspapers; a dirty mark made by a small amount of something spread across a surface,an attempt to smear the party leadership,sholvoir;toefl;exam;core,
willful,'wɪlfəl,adj  成心的， 有意的； 任性的,,"The green eyes in the carefully sweet face were turbulent, willful, lusty with life, distinctly at variance with her decorous demeanor .",sholvoir;toefl;exam;core,
relative,'rɛlətɪv,adj 相对的；有关的; n  亲属， 亲戚,having a particular quality when compared with something else; a member of your family,The relative merits of both approaches have to be considered.,sholvoir;toefl;exam;core,
average,'ævərɪdʒ,adj 平均的；一般的；平庸的; v  平均为; n 平均水平；平均数,"the average amount is the amount you get when you add together several quantities and divide this by the total number of quantities; to usually do something or usually happen a particular number of times, or to usually be a particular size or amount; the amount calculated by adding together several quantities, and then dividing this amount by the total number of quantities",The age of the candidates ranged from 29 to 49 with an average age of 37.,sholvoir;toefl;exam;core,
compare,kəm'pɛr,v  比较， 相比， 对比,"to consider two or more things or people, in order to show how they are similar or different",The report compares the different types of home computer available.,sholvoir;toefl;exam;core,
pluralism,'plʊər(ə)lɪz(ə)m,n  多元化， 多元性； 多元主义,"when people of many different races, religions, and political beliefs live together in the same society, or the belief that this can happen successfully",a nation characterized by cultural pluralism,sholvoir;toefl;exam;core,
influential,",ɪnflu'ɛnʃl",adj  有影响力的； 有权势的,having a lot of influence and therefore changing the way people think and behave,He had influential friends.,sholvoir;toefl;exam;core,
amenity,ə'mɛnəti,n 生活设施；便利设施,something that makes a place comfortable or easy to live in,"The hotel is in the city centre, close to shops and local amenities.",sholvoir;toefl;exam;core,
bequeath,bɪ'kwið,vt  遗赠； 流传,to officially arrange for someone to have something that you own after your death,He bequeathed all his silver to his children.,sholvoir;toefl;exam;core,
transparent,træns'pærənt,adj  透明的； 明显的， 显而易见的； 直率的,"if something is transparent, you can see through it",a transparent plastic container,sholvoir;toefl;exam;core,
adaptive,ə'dæptɪv,adj  适合的， 有适应性的,Adaptive means having the ability or tendency to adapt to different situations,Societies need to develop highly adaptive behavioural rules for survival.,sholvoir;toefl;exam;core,
mint,mɪnt,v 铸造; n  薄荷； 造币厂； 大量的钱,to make a coin; a small plant with green leaves that have a fresh smell and taste and are used in cooking,"Only 2,000 of the special commemorative coins are being minted.",sholvoir;toefl;exam;core,
grasp,ɡræsp,vt&n  抓住； 掌握， 理解， 领会,to take and hold something firmly,I grasped his arm firmly and led him away.,sholvoir;toefl;exam;core,
journal,'dʒɝnl,n  期刊， 杂志； 日记， 日志,a serious magazine produced for professional people or those with a particular interest,the British Medical Journal,sholvoir;toefl;exam;core,
pave,pev,v  铺； 密布,"If a road or an area of ground has been paved, it has been covered with asphalt or concrete, so that it is suitable for walking or driving on","The avenue had never been paved, and deep mud made it impassable in winter.",sholvoir;toefl;exam;core,
distinctive,dɪ'stɪŋktɪv,adj  出众的， 有特色的,"having a special quality, character, or appearance that is different and easy to recognize",a rock band with a distinctive sound,sholvoir;toefl;exam;core,
chaotic,ke'ɑtɪk,adj  混乱的， 无秩序的,a chaotic situation is one in which everything is happening in a confused way,a chaotic mixture of images,sholvoir;toefl;exam;core,
brag,bræɡ,v  吹嘘， 自夸， 自吹自擂,"to talk too proudly about what you have done, what you own etc – used to show disapproval","‘I came out top in the test,’ he bragged.",sholvoir;toefl;exam;core,
annoyed,ə'nɔɪd,adj  生气的,slightly angry,I’ll be annoyed if we don’t finish by eight.,sholvoir;toefl;exam;core,
chimpanzee,",tʃɪmpæn'zi",n  黑猩猩,an intelligent African animal that is like a large monkey without a tail,And in the other room another chimpanzee is placed.,sholvoir;toefl;exam;core,
term,tɝm,n 学期；期限，期间；条件，条款；术语; vt  把…称为,"a word or expression with a particular meaning, especially one that is used for a specific subject or type of language; to use a particular word or expression to name or describe something",Teachers often feel overworked in term time (= during the term ) .,sholvoir;toefl;exam;core,
volcano,vɑl'keno,n  火山,"a mountain with a large hole at the top, through which lava(= very hot liquid rock ) is sometimes forced out",Pompeii was destroyed when the volcano erupted in 79 AD.,sholvoir;toefl;exam;core,
acquisition,",ækwɪ'zɪʃən",n  习得， 获得； 收购， 购置,the process by which you gain knowledge or learn a skill,the acquisition of language,sholvoir;toefl;exam;core,
rigid,'rɪdʒɪd,adj  严格的； 刚硬的， 不易弯曲的； 死板的， 刻板的； 僵硬的,"rigid methods, systems etc are very strict and difficult to change",rigid and authoritarian methods of education,sholvoir;toefl;exam;core,
deadline,ˈdedlaɪn,n  最后期限， 截止时间,a date or time by which you have to do or complete something,I’m always working under pressure to meet deadlines (= finish something on time ) .,sholvoir;toefl;exam;core,
so-called,",so'kɔld",adj  所谓的,used to describe someone or something that has been given a name that you think is wrong,The so-called experts couldn’t tell us what was wrong.,sholvoir;toefl;exam;core,
mine,maɪn,pron 我的; v 开矿，采矿；在…布雷; n  矿， 矿井； 地雷， 水雷,"used by the person speaking or writing to refer to something that belongs to or is connected with himself or herself; to dig large holes in the ground in order to remove coal, gold etc","It was Glen’s idea, not mine.",sholvoir;toefl;exam;core,
advent,'ædvent,n  到来， 来临； 出现,"Theadventof an important event, invention, or situation is the fact of it starting or coming into existence",The advent of the computer has brought this sort of task within the bounds of possibility.,sholvoir;toefl;exam;core,
medieval,",midɪ'ivəl",adj  中世纪的， 中古的,connected with the Middle Ages (= the period between about 1100 and 1500 AD ),These spices were first brought to Italy from the East in medieval times.,sholvoir;toefl;exam;core,
staff,stæf,n 全体职工；行政人员；棍棒; vt  为…配备人员； 任职于,the people who work for an organization; to be or provide the workers for an organization,The entire staff has done an outstanding job this year.,sholvoir;toefl;exam;core,
involve,ɪn'vɑlv,vt  包含； 牵涉， 牵连； 使参加,"if an activity or situation involves something, that thing is part of it or a result of it",What will the job involve?,sholvoir;toefl;exam;core,
stage,stedʒ,n 阶段；步骤；舞台；戏剧; vt   上演； 筹划,a particular time or state that something reaches as it grows or develops; to organize a public event,We’re getting to the stage where we hardly ever go out together.,sholvoir;toefl;exam;core,
complicated,'kɑmplɪketɪd,adj  难懂的， 复杂的,"difficult to understand or deal with, because many parts or details are involved",a complicated voting system,sholvoir;toefl;exam;core,
maximum,ˈmæksəməm,adj 最大的，最大限度的; n  最大量， 极限,"the maximum amount, quantity, speed etc is the largest that is possible or allowed; the largest number or amount that is possible or is allowed",The car has a maximum speed of 120 mph.,sholvoir;toefl;exam;core,
finch,fɪntʃ,n  雀类,a small bird with a short beak,We wake every morning to the sound of a finch singing.,sholvoir;toefl;exam;core,
syllabus,'sɪləbəs,n  教学大纲， 课程提纲,a plan that states exactly what students at a school or college should learn in a particular subject,"The course syllabus consisted mainly of novels by African-American authors, male and female.",sholvoir;toefl;exam;core,
fragrant,'fregrənt,adj  芬芳的， 香的,having a pleasant smell,fragrant flowers,sholvoir;toefl;exam;core,
tolerant,'tɑlərənt,adj  宽容的； 容忍的,"allowing people to do, say, or believe what they want without criticizing or punishing them",a tolerant society,sholvoir;toefl;exam;core,
dialect,'daɪə'lɛkt,n  方言， 土话,"a form of a language which is spoken only in one area, with words or grammar that are slightly different from other forms of the same language",the local dialect,sholvoir;toefl;exam;core,
rigor,'rɪgɚ,n  严格； 严酷,,"They apply project management knowledge, skills, and processes in different orders and degrees of rigor to achieve the desired project performance.",sholvoir;toefl;exam;core,
dim,dɪm,adj 模糊的；暗淡的；朦胧的；不乐观的; v  变暗淡； 变冷漠,"fairly dark or not giving much light, so that you cannot see well; if a light dims, or if you dim it, it becomes less bright",in the dim light of the early dawn,sholvoir;toefl;exam;core,
impel,ɪm'pɛl,vt  驱使， 促使,"if something impels you to do something, it makes you feel very strongly that you must do it",...the courage and competitiveness which impels him to take risks.,sholvoir;toefl;exam;core,
lichen,'laɪkən,n  青苔， 地衣,"a grey, green, or yellow plant that spreads over the surface of stones and trees","Dickinsonia, for example, has been interpreted as being a relative of jellyfish, a marine worm, a lichen, or even as a member of a completely extinct kingdom.",sholvoir;toefl;exam;core,
paralyze,"'pærə,laɪz",vt  使瘫痪， 使麻痹； 使无效,,"It might paralyze me, cause me to forget what I am here for, create so much pain I am distracted, or render me incapable in some other way.",sholvoir;toefl;exam;core,
besiege,bɪ'sidʒ,vt  包围； 使应接不暇,"if people, worries, thoughts etc besiege you, you are surrounded by them",Miller was besieged by press photographers.,sholvoir;toefl;exam;core,
exemplary,ɪɡ'zɛmpləri,adj  模范的； 典型的,excellent and providing a good example for people to follow,a company with an exemplary record on environmental issues,sholvoir;toefl;exam;core,
faculty,'fæklti,n  学院； 全体教职员工； 能力,all the teachers in a university,Both faculty and students oppose the measures.,sholvoir;toefl;exam;core,
photodissociation,",fotodɪ,sosi'eʃɪn",n  光解,,,sholvoir;toefl;exam;core,
adamant,'ædəmənt,adj  坚定不移的， 坚决的； 固执的,determined not to change your opinion or a decision that you have made,"She begged me to change my mind, but I remained adamant .",sholvoir;toefl;exam;core,
hydraulic,haɪ'drɔlɪk,adj  水力的， 液压的； 液压驱动的； 与水力系统有关的,moved or operated by the pressure of water or other liquid,a hydraulic pump,sholvoir;toefl;exam;core,
habit,'hæbɪt,n  习惯； 习性， 脾性,"something that you do regularly or usually, often without thinking about it because you have done it so many times before",Regular exercise is a good habit.,sholvoir;toefl;exam;core,
limestone,'laɪmston,n  石灰石,a type of rock that contains calcium,...high limestone cliffs.,sholvoir;toefl;exam;core,
considerate,kənˈsɪdərɪt,adj  考虑周到的， 体贴的， 体谅的,"Someone who is considerate pays attention to the needs, wishes, or feelings of other people","I think he's the most charming, most considerate man I've ever known.",sholvoir;toefl;exam;core,
livestock,'laɪvstɑk,n  〈总称〉家畜， 牲畜,animals such as cows and sheep that are kept on a farm,The heavy rains and flooding killed scores of livestock.,sholvoir;toefl;exam;core,
clue,klʊ,n  线索； 提示,an object or piece of information that helps someone solve a crime or mystery,Police have found a vital clue .,sholvoir;toefl;exam;core,
meteorite,'mitɪəraɪt,n  陨石,a piece of rock or metal from space that has landed on Earth,"While flying over the Channel, the pilot saw what he thought to be a meteorite.",sholvoir;toefl;exam;core,
molten,'moltən,adj  熔化的， 熔融的,molten metal or rock has been made into a liquid by being heated to a very high temperature,molten iron,sholvoir;toefl;exam;core,
radius,'redɪəs,n  半径； 周围， 范围,"the distance from the centre to the edge of a circle, or a line drawn from the centre to the edge",The shock of the explosion was felt over a radius of forty miles.,sholvoir;toefl;exam;core,
signal,'sɪgnl,v 发信号，示意；标志; adj  显要的， 重大的; n 信号，暗号；标志,to make a sound or action in order to give information or tell someone to do something; important; a sound or action that you make in order to give information to someone or tell them to do something,"She signalled, and the waiter brought the bill.",sholvoir;toefl;exam;core,
scruffy,'skrʌfi,adj  不整洁的， 邋遢的,dirty and untidy,a scruffy old pair of jeans,sholvoir;toefl;exam;core,
impair,ɪm'pɛr,vt  削弱； 损害,to damage something or make it not as good as it should be,The illness had impaired his ability to think and concentrate.,sholvoir;toefl;exam;core,
sumptuous,'sʌmptʃuəs,adj  奢华的， 豪华的,very impressive and expensive,a sumptuous feast,sholvoir;toefl;exam;core,
stray,stre,vi 迷路；分心，走神；离题; adj 迷路的；,"to move away from the place you should be; a stray animal, such as a dog or cat, is lost or has no home",Tourists often get lost and stray into dangerous areas.,sholvoir;toefl;exam;core,
static,'stætɪk,adj  静态的， 静止的； 静电的； 静力的; n 静电噪音；静电；[-s]静力学,Something that is static does not move or change; noise caused by electricity in the air that blocks or spoils the sound from radio or TV,The number of young people obtaining qualifications has remained static or decreased.,sholvoir;toefl;exam;core,
kinship,'kɪnʃɪp,n  血缘关系， 亲属关系,a family relationship,the ties of kinship,sholvoir;toefl;exam;core,
exhaust,ɪɡ'zɔst,n 废气；排气管; vt  用尽， 耗尽； 使非常疲倦； 详尽讨论,a pipe on a car or machine that waste gases pass through; to use all of something,exhaust fumes,sholvoir;toefl;exam;core,
soluble,'sɑljəbl,adj  可溶的； 可解决的,a soluble substance can be  dissolved  in a liquid,soluble aspirin,sholvoir;toefl;exam;core,
varied,'vɛrɪd,adj  各式各样的,"consisting of or including many different kinds of things or people, especially in a way that seems interesting",a varied diet,sholvoir;toefl;exam;core,
intriguing,ɪn'triɡɪŋ,adj  引起兴趣的， 吸引人的,"something that is intriguing is very interesting because it is strange, mysterious, or unexpected","The magazine carries an intriguing mixture of high fashion, gossip and racing.",sholvoir;toefl;exam;core,
strap,stræp,n 带; vt  用带捆扎， 束牢； 用绷带包扎,"a narrow band of strong material that is used to fasten, hang, or hold onto something; to fasten something or someone in place with one or more straps",a bra strap,sholvoir;toefl;exam;core,
diversify,daɪˈvɜrsəˌfaɪ,v  多样化， 不同,"if a business, company, country etc diversifies, it increases the range of goods or services it produces",We need to diversify the economy.,sholvoir;toefl;exam;core,
graph,ɡræf,n  图表,a drawing that uses a line or lines to show how two or more sets of measurements are related to each other,Martin showed me a graph of their recent sales.,sholvoir;toefl;exam;core,
feast,fist,v  尽情享用; n 节日；盛宴，宴会,to eat a lot of a particular food with great enjoyment; a large meal where a lot of people celebrate a special occasion,We feasted on chicken and roast potatoes.,sholvoir;toefl;exam;core,
sodium,'sodɪəm,n  钠,Sodium is a silvery white chemical element which combines with other chemicals. Salt is a sodium compound. ,The fish or seafood is heavily salted with pure sodium chloride.,sholvoir;toefl;exam;core,
imbibe,ɪm'baɪb,v  喝； 吸收， 接受,"to drink something, especially alcohol – sometimes used humorously",Both men imbibed considerable quantities of gin.,sholvoir;toefl;exam;core,
impermeable,ɪm'pɝmɪəbl,adj  不可渗透的， 不透水的,not allowing liquids or gases to pass through,No paint is impermeable to water vapour.,sholvoir;toefl;exam;core,
precautionary,"prɪ'kɔʃən,ɛri",adj  预防的,done in order to prevent something dangerous or unpleasant from happening,More troops were sent to the area as a precautionary measure .,sholvoir;toefl;exam;core,
pretentious,prɪ'tɛnʃəs,adj  自负的,"if someone or something is pretentious, they try to seem more important, intelligent, or high class than they really are in order to be impressive",a pretentious film,sholvoir;toefl;exam;core,
tackle,'tækl,v 对付，处理；阻截；抢球; n  拦截； 用具,"to try to deal with a difficult problem; an attempt to stop an opponent by forcing them to the ground, especially in American football or  rugby ",There is more than one way to tackle the problem.,sholvoir;toefl;exam;core,
solvent,'sɑlvənt,adj  有溶解力的； 有偿付能力的; n 溶剂,having enough money to pay your debts; a chemical that is used to  dissolve  another substance,They're going to have to show that the company is now solvent.,sholvoir;toefl;exam;core,
nude,nud,adj  裸体的,not wearing any clothes,I did some work as a nude model when I was in college.,sholvoir;toefl;exam;core,
distract,dɪ'strækt,vt  分散注意力， 使分心,to take someone’s attention away from something by making them look at or listen to something else,Try not to distract the other students.,sholvoir;toefl;exam;core,
palate,'pælət,n  上腭； 味觉， 品尝力,the  roof (= top inside part )  of your mouth,"It tasted very strange, at least to my untrained palate.",sholvoir;toefl;exam;core,
