word,phonetic,definition_zh,definition_en,example,tags,audio_file
inexpedient,",ɪnɪk'spidɪənt",adj  不适当的， 不明智的,"not suitable, advisable, or judicious ",,sholvoir;gre;exam;core,
succor,'sʌkɚ,v  救助， 援助,,These refugees are very grateful to the government's succor.,sholvoir;gre;exam;core,
pantomime,'pæntəmaɪm,n  哑剧,"a type of play for children that is performed in Britain around Christmas, in which traditional stories are performed with jokes, music, and songs",They were made welcome with the usual pantomime of exaggerated smiles and gestures.,sholvoir;gre;exam;core,
discreet,dɪ'skrit,adj  小心的， 言行谨慎的,"careful about what you say or do, so that you do not offend, upset, or embarrass people or tell secrets",He assured her that he would be discreet.,sholvoir;gre;exam;core,
insincere,",ɪnsɪn'sɪr",adj  不诚恳的， 虚伪的,"pretending to be pleased, sympathetic etc, especially by saying nice things, but not really meaning what you say",an insincere smile,sholvoir;gre;exam;core,
bait,bet,v  逗弄； 激怒; n 诱饵,"to deliberately try to make someone angry by criticizing them, using rude names etc; food used to attract fish, animals, or birds so that you can catch them",We used worms as bait.,sholvoir;gre;exam;core,
lunge,lʌndʒ,n  冲， 扑,Lunge is also a noun,The attacker knocked on their door and made a lunge for Wendy when she answered.,sholvoir;gre;exam;core,
evict,ɪ'vɪkt,v  驱逐,to tell someone legally that they must leave the house they are living in,They were evicted from their apartment after their mother became addicted to drugs.,sholvoir;gre;exam;core,
revenue,'rɛvənu,n  收入， 收益； 税收,"money that a business or organization receives over a period of time, especially from selling goods or services",advertising revenue,sholvoir;gre;exam;core,
strip,strɪp,v 剥去; n  狭长的一片,to remove something that is covering the surface of something else; a long narrow area of land,Strip the beds and wash the sheets.,sholvoir;gre;exam;core,
liken,'laɪkən,v  把…比作,"If you liken one thing or person to another thing or person, you say that they are similar",She likens marriage to slavery.,sholvoir;gre;exam;core,
monopoly,mə'nɑpəli,n  垄断； 专利权,"if a company or government has a monopoly of a business or political activity, it has complete control of it so that other organizations cannot compete with it",a monopoly in copper trading,sholvoir;gre;exam;core,
stagy,'steidʒi,adj  不自然的， 做作的,behaviour that is stagy is not natural and is like the way an actor behaves on a stage,a very stagy manner,sholvoir;gre;exam;core,
bilingual,'baɪ'lɪŋgwəl,adj  两种语言的,written or spoken in two languages,a bilingual dictionary,sholvoir;gre;exam;core,
pretense,'pritɛns,n  妄称， 自称； 假装， 伪装， 假象； 借口， 托词,,,sholvoir;gre;exam;core,
unerringly,ʌn'ɜːrɪŋlɪ,adv  无过失地,,We described how the golden plover manages to fly over thousands of miles of uncharted water each year directly and unerringly to Hawaii.,sholvoir;gre;exam;core,
grain,ɡren,n  谷物； 小的硬粒,a single very small piece of a substance such as sand or salt,There were crumbs and grains of sugar on the table.,sholvoir;gre;exam;core,
combine,kəm'baɪn,v  联合， 结合； 协力,"if you combine two or more different things, or if they combine, they begin to exist or work together",Diets are most effective when combined with exercise.,sholvoir;gre;exam;core,
fraudulent,'frɔdʒələnt,adj  欺骗的， 不诚实的,"intended to deceive people in an illegal way, in order to gain money, power etc",a fraudulent insurance claim,sholvoir;gre;exam;core,
alter,'ɔltɚ,v  改变， 更改,"to change, or to make someone or something change",Her face hadn’t altered much over the years.,sholvoir;gre;exam;core,
brook,brʊk,n  小河,a small stream,a babbling brook,sholvoir;gre;exam;core,
travesty,'trævəsti,v  滑稽地模仿,,,sholvoir;gre;exam;core,
bearing,'bɛrɪŋ,n  关系， 意义； 方位,,,sholvoir;gre;exam;core,
wallow,'wɑlo,v 打滚；沉迷; n  打滚,"if an animal or person wallows, it rolls around in mud, water etc for pleasure or to keep cool",hippos wallowing in the mud,sholvoir;gre;exam;core,
disport,dis'pɔ:t,v  玩耍， 嬉戏,to amuse yourself by doing things that are active and enjoyable – used humorously,,sholvoir;gre;exam;core,
embroil,ɪm'brɔɪl,v  使混乱， 使卷入纠纷,to involve someone or something in a difficult situation,Any hostilities could result in retaliation and further embroil U.N. troops in fighting.,sholvoir;gre;exam;core,
streak,strik,v  加线条; n 条纹,"a coloured line, especially one that is not straight or has been made accidentally",Sue has blonde streaks in her hair.,sholvoir;gre;exam;core,
undesirable,",ʌndɪ'zaɪərəbl",adj  不受欢迎的， 讨厌的,something or someone that is undesirable is not welcome or wanted because they may affect a situation or person in a bad way,punishment of undesirable behaviour,sholvoir;gre;exam;core,
staid,sted,adj  稳重的， 沉着的,,a staid old bachelor,sholvoir;gre;exam;core,
wallop,'wɑləp,v  重击， 猛打; n 重击，猛击,"to hit someone or something very hard, especially with your hand; Wallop is also a noun","Once, she walloped me over the head with a frying pan.",sholvoir;gre;exam;core,
compass,'kʌmpəs,n  指南针， 罗盘； 界限， 范围,an instrument that shows directions and has a needle that always points north,a map and compass,sholvoir;gre;exam;core,
antidote,'æntɪdot,n  解药,a substance that stops the effects of a poison,"laughter, the antidote to stress",sholvoir;gre;exam;core,
pithy,'pɪθi,adj  简练有力的， 言简意赅的,"if something that is said or written is pithy, it is intelligent and strongly stated, without wasting any words",Press releases must be short and pithy.,sholvoir;gre;exam;core,
dispose,dɪ'spoz,v  使倾向于； 处理,to deal with or settle ,Chinese vases are disposed around the gallery.,sholvoir;gre;exam;core,
demure,dɪ'mjʊr,adj  严肃的， 矜持的,,She's very demure and sweet.,sholvoir;gre;exam;core,
bumper,'bʌmpɚ,adj 特大的; n  保险杠,unusually large; a bar fixed on the front and back of a car to protect it if it hits anything,We hope readers will enjoy this bumper issue of ‘Homes and Gardens’.,sholvoir;gre;exam;core,
graft,ɡræft,v 嫁接，结合；贪污; n  嫁接， 结合； 贪污,"to join a part of a plant or tree onto another plant or tree; a piece cut from one plant and tied to or put inside a cut in another, so that it grows there",Pear trees are grafted on quince rootstocks.,sholvoir;gre;exam;core,
paradigm,'pærə'daɪm,n  范例， 示范,a very clear or typical example of something,...a new paradigm of production.,sholvoir;gre;exam;core,
denunciate,dɪˌnʌnsi'eɪt,v  公开指责， 公然抨击， 谴责,to condemn; denounce ,,sholvoir;gre;exam;core,
presage,'prɛsɪdʒ,v  预示; n  预感,"to be a sign that something is going to happen, especially something bad",The large number of moderate earthquakes that have occurred recently could presage a larger quake soon.,sholvoir;gre;exam;core,
augury,'ɔɡjʊri,n  占卜术； 预兆,An augury is a sign of what will happen in the future,The auguries of death are fast gathering around his head.,sholvoir;gre;exam;core,
stain,sten,v  玷污； 染色,"to accidentally make a mark on something, especially one that cannot be removed, or to be marked in this way",Be careful you don’t stain the carpet.,sholvoir;gre;exam;core,
balk,bɔk,v  妨碍； 畏缩不前; n 梁木，大梁,"to not want to do or try something, because it seems difficult, unpleasant, or frightening","While the United States and Canada balk, other countries are clearing Arctic space for the industry.",sholvoir;gre;exam;core,
bale,bel,n  大包， 大捆； 灾祸， 不幸,a large quantity of something such as paper or  hay  that is tightly tied together especially into a block,a bale of straw,sholvoir;gre;exam;core,
paradox,'pærədɑks,n  似非而是的理论； 矛盾的人或物； 与通常的见解相反的观点,a situation that seems strange because it involves two ideas or qualities that are very different,It’s a paradox that in such a rich country there can be so much poverty.,sholvoir;gre;exam;core,
reprehensible,",rɛprɪ'hɛnsəbl",adj  应受谴责的,reprehensible behaviour is very bad and deserves criticism,I find their behaviour morally reprehensible .,sholvoir;gre;exam;core,
mania,'menɪə,n  癫狂； 狂热,"a strong desire for something or interest in something, especially one that affects a lot of people at the same time",The mania for dinosaurs began in the late 1800s.,sholvoir;gre;exam;core,
sobriety,sə'braɪəti,n  节制； 庄重,behaviour that shows a serious attitude to life,"...the values society depends upon, such as honesty, sobriety and trust.",sholvoir;gre;exam;core,
opposed,ə'pozd,adj  反对的,to disagree with something such as a plan or system,Most of us are opposed to the death penalty.,sholvoir;gre;exam;core,
rebuke,rɪ'bjʊk,v  指责， 谴责,to speak to someone severely about something they have done wrong,The president rebuked the House and Senate for not passing those bills within 100 days.,sholvoir;gre;exam;core,
noisome,'nɔɪsəm,adj  有恶臭的； 令人作呕的， 令人讨厌的,very unpleasant,noisome smells,sholvoir;gre;exam;core,
banal,bə'nɑl,adj  乏味的， 陈腐的,"ordinary and not interesting, because of a lack of new or different ideas",conversations about the most banal subjects,sholvoir;gre;exam;core,
spindly,'spɪndli,adj  细长的， 纤弱的,long and thin in a way that looks weak,spindly legs,sholvoir;gre;exam;core,
eugenic,juː'dʒenɪk,adj  优生的,,"Force In order to eugenic and superior nurture, schumann formulated a series of family planning, hope the best with integrity.",sholvoir;gre;exam;core,
tyrannical,tɪ'rænɪkl,adj  暴虐的， 残暴的,behaving in a cruel and unfair way towards someone you have power over,a tyrannical parent,sholvoir;gre;exam;core,
jibe,dʒaɪb,v  与…一致， 符合,"if two statements, reports etc jibe with each other, the information in them matches",The numbers don't jibe.,sholvoir;gre;exam;core,
fortify,'fɔrtɪfaɪ,v  加强， 巩固,to encourage an attitude or feeling and make it stronger,Her position was fortified by election successes and economic recovery.,sholvoir;gre;exam;core,
purposiveness,'pɜːrpəsɪvnəs,n  目的性,,"The general principle of law should be involved in purposiveness, relevance and acceptability.",sholvoir;gre;exam;core,
eidetic,aɪ'dɛtɪk,adj  异常清晰的； 极为逼真的,"(of visual, or sometimes auditory, images) exceptionally vivid and allowing detailed recall of something previously perceived: thought to be common in children ",,sholvoir;gre;exam;core,
threat,θrɛt,n  威胁， 恐吓； 凶兆， 征兆,a statement in which you tell someone that you will cause them harm or trouble if they do not do what you want,Your threats don’t scare me.,sholvoir;gre;exam;core,
taunt,tɔnt,v  嘲弄， 嘲讽; n 嘲笑，讥讽,to try to make someone angry or upset by saying unkind things to them; a remark or joke intended to make someone angry or upset,"‘And he’ll believe you, will he?’ Maria taunted.",sholvoir;gre;exam;core,
devoid,dɪ'vɔɪd,adj  空的， 全无的,"If you say that someone or something is devoid of a quality or thing, you are emphasizing that they have none of it",I have never looked on a face that was so devoid of feeling.,sholvoir;gre;exam;core,
invention,ɪn'vɛnʃən,n  发明， 创造； 发明才能， 创造力； 发现， 找到,"a useful machine, tool, instrument etc that has been invented",The dishwasher is a wonderful invention.,sholvoir;gre;exam;core,
boredom,'bɔrdəm,n  厌烦； 令人厌烦的事物,"the feeling you have when you are bored, or the quality of being boring",a game to relieve the boredom of a long journey,sholvoir;gre;exam;core,
tamper,'tæmpɚ,v  干预， 损害； 篡改,"If someone tampers with something, they interfere with it or try to change it when they have no right to do so",I don't want to be accused of tampering with the evidence.,sholvoir;gre;exam;core,
inform,ɪn'fɔrm,v  对…有影响； 使活跃， 使有生气； 告诉， 通知,to influence someone’s attitude or opinion,Her experience as a refugee informs the content of her latest novel.,sholvoir;gre;exam;core,
psychological,",saɪkə'lɑdʒɪkl",adj  心理学的； 心理的， 精神的,relating to the way that your mind works and the way that this affects your behaviour,Sleep disorders are a serious psychological problem .,sholvoir;gre;exam;core,
dearth,də:θ,n  缺乏， 短缺,a situation in which there are very few of something that people want or need,"EXCEPT as Pearl, in the dearth of human playmates, was thrown more upon the visionary throng which she created.",sholvoir;gre;exam;core,
commit,kə'mɪt,v  托付； 承诺； 犯罪,to do something wrong or illegal,Women commit fewer crimes than men.,sholvoir;gre;exam;core,
patriarchal,",petrɪ'ɑrkl",adj  家长的， 族长的； 父权制的,"relating to being a patriarch, ortypical of a patriarch",a patriarchal society,sholvoir;gre;exam;core,
empirical,ɪm'pɪrɪkl,adj  经验的， 实证的,"based on scientific testing or practical experience, not on ideas","{""COLLOINEXA"":[""empirical evidence""]}",sholvoir;gre;exam;core,
incorrigible,ɪn'kɔrɪdʒəbl,adj  积习难改的， 不可救药的,someone who is incorrigible is bad in a way that cannot be changed or improved – often used humorously,"""Sunita, you are incorrigible!"" he said.",sholvoir;gre;exam;core,
entrenched,ɪn'trentʃt,adj  确立的， 牢固的,,"They hold that, once entrenched, only Lincoln's bellicose policy could have eradicated it.",sholvoir;gre;exam;core,
scurry,'skɝi,v  急跑， 疾行,"to move quickly with short steps, especially because you are in a hurry",People were scurrying off to work.,sholvoir;gre;exam;core,
supernova,",supɚ'novə",n  超新星,a very large exploding star,At least one supernova occurs per decade in our galaxy.,sholvoir;gre;exam;core,
reassure,",riə'ʃʊr",v  使恢复信心； 使确信,,Teachers reassured anxious parents.,sholvoir;gre;exam;core,
divulge,dɪ'vʌldʒ,v  泄露， 透露,to give someone information that should be secret,Officials refuse to divulge details of the negotiations.,sholvoir;gre;exam;core,
bane,ben,n  祸根,something that causes trouble or makes people unhappy,Her brother is the bane of her life .,sholvoir;gre;exam;core,
palette,'pælət,n  调色板， 颜料配置,"a thin curved board that an artist uses to mix paints, holding it by putting his or her thumb through a hole at the edge","The painter's right hand holds the brush, the left the palette.",sholvoir;gre;exam;core,
curt,kɝt,adj  简略而草率的,,"With a curt nod, he turned away and sat down.",sholvoir;gre;exam;core,
beneficent,bɪ'nɛfɪsnt,adj  慈善的， 仁爱的； 有益的,"helping people, or resulting in something good",the beneficent properties of natural remedies,sholvoir;gre;exam;core,
salutary,'sæljə'tɛri,adj  有益的， 有益健康的,a salutary experience is unpleasant but teaches you something,"I notice we have janitors and janitresses now in offices, and our young men unfortunately miss that salutary branch of business education.",sholvoir;gre;exam;core,
vexation,vɛk'seʃən,n  恼怒， 苦恼,when you feel worried or annoyed by something,He kicked the broken machine in vexation.,sholvoir;gre;exam;core,
upheaval,ʌp'hivl,n  动乱， 剧变,a very big change that often causes problems,political upheaval,sholvoir;gre;exam;core,
dysfunctional,dɪsˈfʌŋkʃənl,adj  功能失调的,,dysfunctional family relationships,sholvoir;gre;exam;core,
divergent,daɪ'vɝdʒənt,adj  分叉的， 叉开的； 发散的， 扩散的； 不同的,Divergent things are different from each other,Two people who have divergent views on this question are George Watt and Bob Marr.,sholvoir;gre;exam;core,
august,ɔˈɡʌst,adj  威严的， 令人敬畏的,impressive and respected,an august institution,sholvoir;gre;exam;core,
intersperse,",ɪntɚ'spɝs",v  散布， 点缀,"if something is interspersed with a particular kind of thing, it has a lot of them in it",sunny periods interspersed with showers,sholvoir;gre;exam;core,
execute,'ɛksɪkjut,v  执行， 履行； 将处死,"to kill someone, especially legally as a punishment",13 people were summarily executed (= killed without any trial or legal process ) by the guerrillas.,sholvoir;gre;exam;core,
celerity,sə'lɛrəti,n  快速， 迅速,rapidity; swiftness; speed ,"Research on M&A is sensitive due to the often-required secrecy and celerity (Walter, 1985).",sholvoir;gre;exam;core,
prevision,",privɪʒən",n  预知， 先见,the act or power of foreseeing; prescience ,,sholvoir;gre;exam;core,
balm,bɑm,n  香油， 药膏； 镇痛剂， 安慰物,"an oily liquid with a strong pleasant smell that you rub into your skin, often to reduce pain",lip balm,sholvoir;gre;exam;core,
foreknowledge,fɔːr'nɑːlɪdʒ,n  预知， 先见之明,knowledge that something is going to happen before it actually does,She has maintained that the General had foreknowledge of the plot.,sholvoir;gre;exam;core,
levelheaded,'levəl'hedid,adj  头脑冷静的， 清醒的,,"Its argument is tightly constructed, and its forthright, lucid style exemplifies levelheaded and penetrating criticism.",sholvoir;gre;exam;core,
unique,jʊ'nik,adj  独一无二的， 独特的； 无与伦比的,being the only one of its kind,Each person’s fingerprints are unique.,sholvoir;gre;exam;core,
miscreant,'mɪskrɪənt,n  恶棍， 歹徒,"a bad person who causes trouble, hurts people etc",Local people demanded that the police apprehend the miscreants.,sholvoir;gre;exam;core,
hankering,'hæŋkəriŋ,n  渴望， 向往,a strong wish to have or do something,From time to time we all get a hankering for something a little different.,sholvoir;gre;exam;core,
furtive,'fə:tiv,adj  偷偷的， 秘密的,behaving as if you want to keep something secret,There was something furtive about his actions.,sholvoir;gre;exam;core,
opalescent,'opə'lɛsnt,adj  发乳白色光的,"Opalescent means colourless or white like an opal, or changing colour like an opal",Elaine turned her opalescent eyes on him.,sholvoir;gre;exam;core,
sober,'sobɚ,adj  清醒的； 严肃的， 认真的,not drunk,He’s a nice guy when he’s sober.,sholvoir;gre;exam;core,
shelter,'ʃɛltɚ,v  庇护， 保护; n 避难所，遮蔽,"to provide a place where someone or something is protected, especially from the weather or from danger; protection from danger or from wind, rain, hot sun etc",Collins was arrested for sheltering enemy soldiers.,sholvoir;gre;exam;core,
expel,ɪk'spɛl,v  排出； 开除,to officially force someone to leave a school or organization,More than five-thousand high school students have been expelled for cheating.,sholvoir;gre;exam;core,
invective,ɪn'vɛktɪv,n  谩骂， 痛骂,rude and insulting words that someone says when they are very angry,He let out a stream of invective.,sholvoir;gre;exam;core,
scan,skæn,v  审视， 细看； 浏览， 扫描； 标出格律,"to examine an area carefully but quickly, often because you are looking for a particular person or thing","He scanned the horizon, but there was no sign of the ship.",sholvoir;gre;exam;core,
uproar,'ʌprɔr,n  喧嚣， 吵闹； 骚动， 骚乱,a lot of noise or angry protest about something,The announcement caused uproar in the crowd.,sholvoir;gre;exam;core,
profane,prə'fen,v  亵渎， 玷污,to treat something holy with a lack of respect,They have profaned the long upheld traditions of the church.,sholvoir;gre;exam;core,
partition,pɑr'tɪʃən,n  隔开； 隔墙,a thin wall that separates one part of a room from another,...new offices divided only by glass partitions.,sholvoir;gre;exam;core,
twee,twi,adj  矫揉造作的， 故作多情的,,She produced twee little flower paintings.,sholvoir;gre;exam;core,
identifiable,"aɪ,dɛntɪ'faɪəbl",adj  可辨认的,able to be recognized,"In the corridor were four dirty, ragged bundles, just identifiable as human beings.",sholvoir;gre;exam;core,
oligarch,'ɑlə'gɑrk,n  寡头政治； 寡头统治集团,a member of a small group of people who run a country or organization,,sholvoir;gre;exam;core,
atrocity,ə'trɑsəti,n  邪恶； 暴行,"an extremely cruel and violent action, especially during a war","The killing was cold-blooded, and those who committed this atrocity should be tried and punished.",sholvoir;gre;exam;core,
lasso,'læso,n  套索,"a rope with one end tied in a circle, used to catch cattle and horses, especially in the western US","As an engineer, I liked the look of the lasso idea and bought one.",sholvoir;gre;exam;core,
unthreatening,ʌn'θretənɪŋ,adj  不危险的,,,sholvoir;gre;exam;core,
entrepreneur,ˌɑntrəprəˈnɝ​,n  企业家， 创业人,"someone who starts a new business or arranges business deals in order to make money, often in a way that involves financial risks",How would you define personal growth as an entrepreneur?,sholvoir;gre;exam;core,
puissant,'pwɪsənt,adj  强大的， 有权力的,powerful ,"As public right force puissant intervene, happened to be out of shape already.",sholvoir;gre;exam;core,
extensive,ɪk'stɛnsɪv,adj  广大的， 广阔的； 多方面的， 广泛的,"large in size, amount, or degree",The house stands in extensive grounds.,sholvoir;gre;exam;core,
residential,",rɛzɪ'dɛnʃl",adj  住宅的， 与居住有关的,"a residential part of a town consists of private houses, with no offices or factories",a quiet residential neighbourhood,sholvoir;gre;exam;core,
impostor,ɪm'pɑstɚ,n  冒充者， 骗子,,The nurse was soon discovered to be an impostor.,sholvoir;gre;exam;core,
stab,stæb,v  刺伤， 戳,to push a knife into someone or something,He was stabbed to death in a fight.,sholvoir;gre;exam;core,
impart,ɪm'pɑrt,v  传授， 赋予； 传递； 告知， 透露,to give a particular quality to something,She had information that she couldn’t wait to impart.,sholvoir;gre;exam;core,
inspire,ɪn'spaɪɚ,v  鼓舞， 激励,to encourage someone by making them feel confident and eager to do something,We need someone who can inspire the team.,sholvoir;gre;exam;core,
operable,'ɑpərəbl,adj  可操作的， 可使用的； 可手术治疗的,a system which is operable is working,Less than half the rail network was operable.,sholvoir;gre;exam;core,
militia,mə'lɪʃə,n  民兵,"a group of people trained as soldiers, who are not part of the permanent army",He joined the local militia as soon as he was 16.,sholvoir;gre;exam;core,
odious,'odɪəs,adj  可憎的， 令人作呕的,extremely unpleasant,an odious little man,sholvoir;gre;exam;core,
approximate,ə'prɑksɪmət,adj  近似的， 大约的,"an approximate number, amount, or time is close to the exact number, amount etc, but could be a little bit more or less than it",What is the approximate number of students in each class?,sholvoir;gre;exam;core,
lope,lop,v  大步跑; n 轻快的步伐,to run easily with long steps,Do you know my lope?,sholvoir;gre;exam;core,
germicide,'dʒɜːrmɪsaɪd,n  杀菌剂,any substance that kills germs or other microorganisms ,"Then, the whole spectacle gets even worse when you have to knead germicide into the contents.",sholvoir;gre;exam;core,
itinerant,aɪ'tɪnərənt,adj  巡回的,"travelling from place to place, especially to work",itinerant labourers,sholvoir;gre;exam;core,
nominate,'nɑmɪnet,v  提名； 任命， 指定,"to officially suggest someone or something for an important position, duty, or prize",This week one of them will be nominated by the Democratic Party for the presidency of the United States.,sholvoir;gre;exam;core,
tread,trɛd,v 踏，践踏；行走; n  步态； 车轮胎面,to put your foot on or in something while you are walking; the pattern of lines on the part of a tyre that touches the road,"If I wanted to keep my job, I knew I’d have to tread lightly.",sholvoir;gre;exam;core,
imperil,ɪm'pɛrəl,v  使陷于危险， 危及,to put something or someone in danger,Tax increases now might imperil economic recovery.,sholvoir;gre;exam;core,
sever,'sɛvɚ,v  断绝， 分离,"to end a relationship with someone, or a connection with something, especially because of a disagreement",Martin’s hand was severed in the accident.,sholvoir;gre;exam;core,
stationary,'steʃənɛri,adj  静止的， 不动的,standing still instead of moving,How did you manage to drive into a stationary vehicle?,sholvoir;gre;exam;core,
barn,bɑrn,n  谷仓,"a large farm building for storing crops, or for keeping animals in",The next morning I started trapping around the barn .,sholvoir;gre;exam;core,
kennel,'kɛnl,n  狗舍， 狗窝,a small building made for a dog to sleep in,"I took my dingy volume by the scroop, and hurled it into the dog- kennel, vowing I hated a good book.",sholvoir;gre;exam;core,
speck,spɛk,n  斑点； 少量,"a very small mark, spot, or piece of something",He has even cut himself shaving. There is a speck of blood by his ear.,sholvoir;gre;exam;core,
bare,bɛr,v 暴露; adj  赤裸的,to remove something that was covering or hiding something; not covered by clothes,The dog bared its teeth .,sholvoir;gre;exam;core,
abrogate,'æbrəɡet,v  废止， 废除,"to officially end a legal agreement, practice etc",Both governments voted to abrogate the treaty.,sholvoir;gre;exam;core,
plangent,'plændʒənt,adj  轰鸣的； 凄凉的,a plangent sound is loud and deep and sounds sad,the plangent sound of the violin,sholvoir;gre;exam;core,
disarray,",disə'rei",n  混乱， 无秩序,the state of being untidy or not organized,The nation is in disarray following rioting led by the military.,sholvoir;gre;exam;core,
etymology,",ɛtɪ'mɑlədʒi",n  语源学,"the study of the origins, history and changing meanings of words","From the etymology speaking, anthropology is the study of science.",sholvoir;gre;exam;core,
duress,du'rɛs,n  胁迫,illegal or unfair threats,He thought her confession had been made under duress.,sholvoir;gre;exam;core,
dense,dɛns,adj  密集的， 浓密的,made of or containing a lot of things or people that are very close together,a dense rurally-based population,sholvoir;gre;exam;core,
vandalize,'vændəlaɪz,v  肆意破坏,"to damage or destroy things deliberately, especially public property",The cemetery was vandalized during the night.,sholvoir;gre;exam;core,
discrete,dɪ'skrit,adj  个别的， 分离的； 不连续的,clearly separate,The change happens in a series of discrete steps.,sholvoir;gre;exam;core,
ingress,'ɪnɡrɛs,n  进入,"the right to enter a place, or the act of entering it",A high seating position makes ingress and egress easy.,sholvoir;gre;exam;core,
disrupt,dɪs'rʌpt,v  使混乱； 使中断,to prevent something from continuing in its usual way by causing problems,Traffic was disrupted by a hoax bomb.,sholvoir;gre;exam;core,
scar,skɑr,n  伤痕， 伤疤,a permanent mark that is left on your skin after you have had a cut or wound,"He had a long, curved scar on his right cheek.",sholvoir;gre;exam;core,
ferromagnetic,",fɛromæɡ'nɛtɪk","adj  铁磁的, 铁磁体的",,The temperature dependence of exchange bias and coercivity of ferromagnetic layer and antiferromagnetic gain layer is discussed.,sholvoir;gre;exam;core,
converse,kən'vəʳs,v 谈话，交谈['kɑːnvɜːrs]; adj 逆向的; n  相反的事物,"to have a conversation with someone; the converse of a fact, word, statement etc is the opposite of it",Luke sat directly behind the pilot and conversed with him.,sholvoir;gre;exam;core,
eccentric,ɪk'sɛntrɪk,adj 古怪的，反常的；,behaving in a way that is unusual and different from most people,His eccentric behaviour lost him his job.,sholvoir;gre;exam;core,
callow,'kælo,adj  未生羽毛的； 未成熟的,,a callow youth,sholvoir;gre;exam;core,
farewell,",fɛr'wɛl",n  辞行， 告别; interj 再会，再见,the action of saying goodbye,Mourners gathered to bid farewell to the victims of the plane tragedy.,sholvoir;gre;exam;core,
lore,lɔr,n  知识； 特定的知识或传说,"knowledge or information about a subject, for example nature or magic, that is not written down but is passed from person to person","According to local lore, a ghost still haunts the castle.",sholvoir;gre;exam;core,
mast,mæst,n  船桅， 桅杆,a tall pole on which the sails or flags on a ship are hung,"Before the mast, like you!",sholvoir;gre;exam;core,
muggy,'mʌɡi,adj  闷热而潮湿的,muggy weather is unpleasantly warm and the air seems wet,It was muggy and overcast.,sholvoir;gre;exam;core,
revoke,rɪ'vok,v  撤销， 废除； 召回,"to officially state that a law, decision, or agreement is no longer effective",Their work permits have been revoked.,sholvoir;gre;exam;core,
contemptible,kən'tɛmptəbl,adj  令人轻视的,,,sholvoir;gre;exam;core,
spoliation,",spolɪ'eʃən",n  抢劫， 掠夺,the act or an instance of despoiling or plundering ,"What we intend to halt, by any means, is three centuries of spoliation of this earth.",sholvoir;gre;exam;core,
uneven,ʌn'ivən,adj  不平坦的； 不一致的； 不对等的,"not smooth, flat, or level",She walked back carefully over the uneven ground.,sholvoir;gre;exam;core,
threadbare,'θrɛdbɛr,adj  磨破的； 陈腐的,"clothes,  carpets  etc that are threadbare are very thin and in bad condition because they have been used a lot",a threadbare old sofa,sholvoir;gre;exam;core,
mash,mæʃ,v  捣成糊状,"to crush something, especially a food that has been cooked, until it is soft and smooth",Mash the bananas.,sholvoir;gre;exam;core,
detraction,dɪ'trækʃən,n  贬低， 诽谤,"a person, thing, circumstance, etc, that detracts ","But if it is detraction, you might feel horrible, and you may self-deprecation.",sholvoir;gre;exam;core,
chaste,tʃest,adj  贞洁的； 朴实的,"not having sex with anyone, or not with anyone except your husband or wife",She led a chaste decent life.,sholvoir;gre;exam;core,
canary,kə'nɛri,n  金丝雀； 女歌星,a small yellow bird that people often keep as a pet,I coaxed the canary into the cage.,sholvoir;gre;exam;core,
apply,ə'plaɪ,v  应用； 适用,"to have an effect on or to concern a particular person, group, or situation",These ideas are often difficult to apply in practice.,sholvoir;gre;exam;core,
jargon,'dʒɑrɡən,n  胡言乱语； 行话,"words and expressions used in a particular profession or by a particular group of people, which are difficult for other people to understand – often used to show disapproval",Keep it simple and avoid the use of jargon.,sholvoir;gre;exam;core,
postwar,'post'wɔr,adj  战后的,"Postwar is used to describe things that happened, existed, or were made in the period immediately after a war, especially World War II, 1939-45",Anaesthetics and bottle feeding were popular in the early postwar years.,sholvoir;gre;exam;core,
ethereal,ɪ'θɪrɪəl,adj  太空的； 轻巧的， 轻飘飘的,,ethereal beauty,sholvoir;gre;exam;core,
ill-prepared,",ilpri'pεəd",adj  准备不足的,not ready for something,The government was ill-prepared for the problems it now faces.,sholvoir;gre;exam;core,
nonthreatening,nɑːn'θretnɪŋ,adj  不构成威胁的,,This nonthreatening initial contact with the patient allows the physician to determine whether the patient has a regular or irregular rhythm.,sholvoir;gre;exam;core,
bask,bæsk,v  晒太阳， 取暖,to enjoy sitting or lying in the heat of the sun or a fire,"All through the hot, still days of their holiday Amy basked in the sun.",sholvoir;gre;exam;core,
canard,kə'nɑrd,n  谣言， 假新闻,a piece of news that is false and is told to people deliberately in order to harm someone,The charge that Harding was a political stooge may be a canard.,sholvoir;gre;exam;core,
revolt,rɪ'volt,v  反叛， 造反； 反感， 厌恶,"if people revolt, they take strong and often violent action against the government, usually with the aim of taking power away from them",He was revolted by the smell.,sholvoir;gre;exam;core,
disgust,dɪs'ɡʌst,n  反感， 厌恶,"a strong feeling of dislike, annoyance, or disapproval",He reached into the bin with a look of disgust on his face.,sholvoir;gre;exam;core,
tatty,'tæti,adj  破旧的， 褴褛的； 破败的,in bad condition,tatty jeans,sholvoir;gre;exam;core,
tribute,'trɪbjut,n  赞词， 颂词； 贡物,,The players wore black armbands as a tribute to their late teammate.,sholvoir;gre;exam;core,
stem,stɛm,n 茎，,"the long thin part of a plant, from which leaves, flowers, or fruit grow",long-stemmed wine glasses,sholvoir;gre;exam;core,
